,Last Refresh: 2024-11-24 19:29:00,
Calendar Basis,,
Portfolio, ,Default
Item, , 
Frequency,일간,KRW
Non-Trading Day,Previous,Asc
Include Weekend,ALL, 
Term,20071020,20241120
Symbol,Economy,
Symbol Name,ECO,
Kind,ECO,
Item,E11.02.003.013,
Item Name,시장금리:국고1년(%),
Frequency,D,
2023-06-02,3.51,
2023-06-03,3.51,
2023-06-04,3.51,
2023-06-05,3.538,
2023-06-06,3.538,
2023-06-07,3.514,
2023-06-08,3.531,
2023-06-09,3.503,
2023-06-10,3.503,
2023-06-11,3.503,
2023-06-12,3.492,
2023-06-13,3.467,
2023-06-14,3.489,
2023-06-15,3.507,
2023-06-16,3.502,
2023-06-17,3.502,
2023-06-18,3.502,
2023-06-19,3.514,
2023-06-20,3.503,
2023-06-21,3.502,
2023-06-22,3.506,
2023-06-23,3.51,
2023-06-24,3.51,
2023-06-25,3.51,
2023-06-26,3.505,
2023-06-27,3.501,
2023-06-28,3.508,
2023-06-29,3.525,
2023-06-30,3.563,
2023-07-01,3.563,
2023-07-02,3.563,
2023-07-03,3.559,
2023-07-04,3.562,
2023-07-05,3.564,
2023-07-06,3.59,
2023-07-07,3.623,
2023-07-08,3.623,
2023-07-09,3.623,
2023-07-10,3.665,
2023-07-11,3.629,
2023-07-12,3.627,
2023-07-13,3.574,
2023-07-14,3.592,
2023-07-15,3.592,
2023-07-16,3.592,
2023-07-17,3.588,
2023-07-18,3.58,
2023-07-19,3.542,
2023-07-20,3.552,
2023-07-21,3.551,
2023-07-22,3.551,
2023-07-23,3.551,
2023-07-24,3.548,
2023-07-25,3.551,
2023-07-26,3.524,
2023-07-27,3.506,
2023-07-28,3.521,
2023-07-29,3.521,
2023-07-30,3.521,
2023-07-31,3.523,
2023-08-01,3.494,
2023-08-02,3.494,
2023-08-03,3.494,
2023-08-04,3.498,
2023-08-05,3.498,
2023-08-06,3.498,
2023-08-07,3.475,
2023-08-08,3.466,
2023-08-09,3.474,
2023-08-10,3.475,
2023-08-11,3.476,
2023-08-12,3.476,
2023-08-13,3.476,
2023-08-14,3.489,
2023-08-15,3.489,
2023-08-16,3.462,
2023-08-17,3.49,
2023-08-18,3.471,
2023-08-19,3.471,
2023-08-20,3.471,
2023-08-21,3.51,
2023-08-22,3.514,
2023-08-23,3.508,
2023-08-24,3.511,
2023-08-25,3.539,
2023-08-26,3.539,
2023-08-27,3.539,
2023-08-28,3.534,
2023-08-29,3.526,
2023-08-30,3.515,
2023-08-31,3.5,
2023-09-01,3.497,
2023-09-02,3.497,
2023-09-03,3.497,
2023-09-04,3.518,
2023-09-05,3.528,
2023-09-06,3.514,
2023-09-07,3.568,
2023-09-08,3.562,
2023-09-09,3.562,
2023-09-10,3.562,
2023-09-11,3.607,
2023-09-12,3.622,
2023-09-13,3.629,
2023-09-14,3.633,
2023-09-15,3.645,
2023-09-16,3.645,
2023-09-17,3.645,
2023-09-18,3.664,
2023-09-19,3.652,
2023-09-20,3.653,
2023-09-21,3.672,
2023-09-22,3.658,
2023-09-23,3.658,
2023-09-24,3.658,
2023-09-25,3.651,
2023-09-26,3.66,
2023-09-27,3.661,
2023-09-28,3.661,
2023-09-29,3.661,
2023-09-30,3.661,
2023-10-01,3.661,
2023-10-02,3.661,
2023-10-03,3.661,
2023-10-04,3.757,
2023-10-05,3.744,
2023-10-06,3.722,
2023-10-07,3.722,
2023-10-08,3.722,
2023-10-09,3.722,
2023-10-10,3.723,
2023-10-11,3.713,
2023-10-12,3.704,
2023-10-13,3.728,
2023-10-14,3.728,
2023-10-15,3.728,
2023-10-16,3.739,
2023-10-17,3.738,
2023-10-18,3.753,
2023-10-19,3.767,
2023-10-20,3.749,
2023-10-21,3.749,
2023-10-22,3.749,
2023-10-23,3.761,
2023-10-24,3.738,
2023-10-25,3.743,
2023-10-26,3.761,
2023-10-27,3.749,
2023-10-28,3.749,
2023-10-29,3.749,
2023-10-30,3.745,
2023-10-31,3.74,
2023-11-01,3.731,
2023-11-02,3.687,
2023-11-03,3.693,
2023-11-04,3.693,
2023-11-05,3.693,
2023-11-06,3.693,
2023-11-07,3.722,
2023-11-08,3.731,
2023-11-09,3.734,
2023-11-10,3.765,
2023-11-11,3.765,
2023-11-12,3.765,
2023-11-13,3.793,
2023-11-14,3.792,
2023-11-15,3.75,
2023-11-16,3.75,
2023-11-17,3.741,
2023-11-18,3.741,
2023-11-19,3.741,
2023-11-20,3.729,
2023-11-21,3.715,
2023-11-22,3.72,
2023-11-23,3.702,
2023-11-24,3.707,
2023-11-25,3.707,
2023-11-26,3.707,
2023-11-27,3.716,
2023-11-28,3.696,
2023-11-29,3.656,
2023-11-30,3.653,
2023-12-01,3.639,
2023-12-02,3.639,
2023-12-03,3.639,
2023-12-04,3.595,
2023-12-05,3.574,
2023-12-06,3.561,
2023-12-07,3.576,
2023-12-08,3.56,
2023-12-09,3.56,
2023-12-10,3.56,
2023-12-11,3.575,
2023-12-12,3.561,
2023-12-13,3.581,
2023-12-14,3.484,
2023-12-15,3.489,
2023-12-16,3.489,
2023-12-17,3.489,
2023-12-18,3.483,
2023-12-19,3.487,
2023-12-20,3.462,
2023-12-21,3.454,
2023-12-22,3.453,
2023-12-23,3.453,
2023-12-24,3.453,
2023-12-25,3.453,
2023-12-26,3.459,
2023-12-27,3.46,
2023-12-28,3.434,
2023-12-29,3.434,
2023-12-30,3.434,
2023-12-31,3.434,
2024-01-01,3.434,
2024-01-02,3.466,
2024-01-03,3.471,
2024-01-04,3.451,
2024-01-05,3.46,
2024-01-06,3.46,
2024-01-07,3.46,
2024-01-08,3.455,
2024-01-09,3.424,
2024-01-10,3.427,
2024-01-11,3.395,
2024-01-12,3.371,
2024-01-13,3.371,
2024-01-14,3.371,
2024-01-15,3.352,
2024-01-16,3.369,
2024-01-17,3.372,
2024-01-18,3.374,
2024-01-19,3.365,
2024-01-20,3.365,
2024-01-21,3.365,
2024-01-22,3.329,
2024-01-23,3.338,
2024-01-24,3.345,
2024-01-25,3.347,
2024-01-26,3.318,
2024-01-27,3.318,
2024-01-28,3.318,
2024-01-29,3.349,
2024-01-30,3.331,
2024-01-31,3.336,
2024-02-01,3.338,
2024-02-02,3.333,
2024-02-03,3.333,
2024-02-04,3.333,
2024-02-05,3.371,
2024-02-06,3.365,
2024-02-07,3.367,
2024-02-08,3.384,
2024-02-09,3.384,
2024-02-10,3.384,
2024-02-11,3.384,
2024-02-12,3.384,
2024-02-13,3.417,
2024-02-14,3.454,
2024-02-15,3.439,
2024-02-16,3.449,
2024-02-17,3.449,
2024-02-18,3.449,
2024-02-19,3.45,
2024-02-20,3.474,
2024-02-21,3.486,
2024-02-22,3.466,
2024-02-23,3.494,
2024-02-24,3.494,
2024-02-25,3.494,
2024-02-26,3.477,
2024-02-27,3.49,
2024-02-28,3.487,
2024-02-29,3.496,
2024-03-01,3.496,
2024-03-02,3.496,
2024-03-03,3.496,
2024-03-04,3.469,
2024-03-05,3.463,
2024-03-06,3.447,
2024-03-07,3.442,
2024-03-08,3.407,
2024-03-09,3.407,
2024-03-10,3.407,
2024-03-11,3.395,
2024-03-12,3.361,
2024-03-13,3.345,
2024-03-14,3.349,
2024-03-15,3.351,
2024-03-16,3.351,
2024-03-17,3.351,
2024-03-18,3.357,
2024-03-19,3.361,
2024-03-20,3.346,
2024-03-21,3.32,
2024-03-22,3.321,
2024-03-23,3.321,
2024-03-24,3.321,
2024-03-25,3.328,
2024-03-26,3.34,
2024-03-27,3.34,
2024-03-28,3.356,
2024-03-29,3.384,
2024-03-30,3.384,
2024-03-31,3.384,
2024-04-01,3.373,
2024-04-02,3.396,
2024-04-03,3.401,
2024-04-04,3.4,
2024-04-05,3.392,
2024-04-06,3.392,
2024-04-07,3.392,
2024-04-08,3.42,
2024-04-09,3.422,
2024-04-10,3.422,
2024-04-11,3.458,
2024-04-12,3.431,
2024-04-13,3.431,
2024-04-14,3.431,
2024-04-15,3.444,
2024-04-16,3.455,
2024-04-17,3.451,
2024-04-18,3.42,
2024-04-19,3.447,
2024-04-20,3.447,
2024-04-21,3.447,
2024-04-22,3.473,
2024-04-23,3.464,
2024-04-24,3.472,
2024-04-25,3.485,
2024-04-26,3.476,
2024-04-27,3.476,
2024-04-28,3.476,
2024-04-29,3.481,
2024-04-30,3.47,
2024-05-01,3.47,
2024-05-02,3.462,
2024-05-03,3.46,
2024-05-04,3.46,
2024-05-05,3.46,
2024-05-06,3.46,
2024-05-07,3.441,
2024-05-08,3.444,
2024-05-09,3.45,
2024-05-10,3.447,
2024-05-11,3.447,
2024-05-12,3.447,
2024-05-13,3.458,
2024-05-14,3.46,
2024-05-15,3.46,
2024-05-16,3.426,
2024-05-17,3.424,
2024-05-18,3.424,
2024-05-19,3.424,
2024-05-20,3.435,
2024-05-21,3.434,
2024-05-22,3.431,
2024-05-23,3.42,
2024-05-24,3.424,
2024-05-25,3.424,
2024-05-26,3.424,
2024-05-27,3.417,
2024-05-28,3.402,
2024-05-29,3.411,
2024-05-30,3.415,
2024-05-31,3.41,
2024-06-01,3.41,
2024-06-02,3.41,
2024-06-03,3.39,
2024-06-04,3.363,
2024-06-05,3.349,
2024-06-06,3.349,
2024-06-07,3.334,
2024-06-08,3.334,
2024-06-09,3.334,
2024-06-10,3.362,
2024-06-11,3.349,
2024-06-12,3.338,
2024-06-13,3.33,
2024-06-14,3.324,
2024-06-15,3.324,
2024-06-16,3.324,
2024-06-17,3.315,
2024-06-18,3.325,
2024-06-19,3.314,
2024-06-20,3.336,
2024-06-21,3.33,
2024-06-22,3.33,
2024-06-23,3.33,
2024-06-24,3.343,
2024-06-25,3.346,
2024-06-26,3.348,
2024-06-27,3.348,
2024-06-28,3.328,
2024-06-29,3.328,
2024-06-30,3.328,
2024-07-01,3.309,
2024-07-02,3.261,
2024-07-03,3.254,
2024-07-04,3.23,
2024-07-05,3.216,
2024-07-06,3.216,
2024-07-07,3.216,
2024-07-08,3.209,
2024-07-09,3.201,
2024-07-10,3.201,
2024-07-11,3.216,
2024-07-12,3.201,
2024-07-13,3.201,
2024-07-14,3.201,
2024-07-15,3.192,
2024-07-16,3.181,
2024-07-17,3.193,
2024-07-18,3.202,
2024-07-19,3.216,
2024-07-20,3.216,
2024-07-21,3.216,
2024-07-22,3.219,
2024-07-23,3.229,
2024-07-24,3.217,
2024-07-25,3.203,
2024-07-26,3.193,
2024-07-27,3.193,
2024-07-28,3.193,
2024-07-29,3.156,
2024-07-30,3.155,
2024-07-31,3.152,
2024-08-01,3.137,
2024-08-02,3.124,
2024-08-03,3.124,
2024-08-04,3.124,
2024-08-05,3.083,
2024-08-06,3.112,
2024-08-07,3.104,
2024-08-08,3.093,
2024-08-09,3.092,
2024-08-10,3.092,
2024-08-11,3.092,
2024-08-12,3.084,
2024-08-13,3.072,
2024-08-14,3.049,
2024-08-15,3.049,
2024-08-16,3.06,
2024-08-17,3.06,
2024-08-18,3.06,
2024-08-19,3.055,
2024-08-20,3.058,
2024-08-21,3.052,
2024-08-22,3.042,
2024-08-23,3.05,
2024-08-24,3.05,
2024-08-25,3.05,
2024-08-26,3.039,
2024-08-27,3.055,
2024-08-28,3.049,
2024-08-29,3.059,
2024-08-30,3.06,
2024-08-31,3.06,
2024-09-01,3.06,
2024-09-02,3.063,
2024-09-03,3.056,
2024-09-04,3.028,
2024-09-05,3.021,
2024-09-06,3.014,
2024-09-07,3.014,
2024-09-08,3.014,
2024-09-09,3.01,
2024-09-10,2.991,
2024-09-11,2.941,
2024-09-12,2.941,
2024-09-13,2.896,
2024-09-14,2.896,
2024-09-15,2.896,
2024-09-16,2.896,
2024-09-17,2.896,
2024-09-18,2.896,
2024-09-19,2.898,
2024-09-20,2.886,
2024-09-21,2.886,
2024-09-22,2.886,
2024-09-23,2.886,
2024-09-24,2.88,
2024-09-25,2.865,
2024-09-26,2.853,
2024-09-27,2.845,
2024-09-28,2.845,
2024-09-29,2.845,
2024-09-30,2.826,
2024-10-01,2.826,
2024-10-02,2.809,
2024-10-03,2.809,
2024-10-04,2.827,
2024-10-05,2.827,
2024-10-06,2.827,
2024-10-07,2.861,
2024-10-08,2.852,
2024-10-09,2.852,
2024-10-10,2.866,
2024-10-11,2.856,
2024-10-12,2.856,
2024-10-13,2.856,
2024-10-14,2.857,
2024-10-15,2.849,
2024-10-16,2.842,
2024-10-17,2.85,
2024-10-18,2.862,
2024-10-19,2.862,
2024-10-20,2.862,
2024-10-21,2.862,
2024-10-22,2.879,
2024-10-23,2.879,
2024-10-24,2.853,
2024-10-25,2.851,
2024-10-26,2.851,
2024-10-27,2.851,
2024-10-28,2.873,
2024-10-29,2.867,
2024-10-30,2.87,
2024-10-31,2.875,
2024-11-01,2.875,
2024-11-02,2.875,
2024-11-03,2.875,
2024-11-04,2.87,
2024-11-05,2.858,
2024-11-06,2.867,
2024-11-07,2.858,
2024-11-08,2.847,
2024-11-09,2.847,
2024-11-10,2.847,
2024-11-11,2.858,
2024-11-12,2.855,
2024-11-13,2.875,
2024-11-14,2.873,
2024-11-15,2.893,
2024-11-16,2.893,
2024-11-17,2.893,
2024-11-18,2.894,
2024-11-19,2.89,
2024-11-20,2.886,
